date,code,name,score,regime,ret_pct
2026-01-23,323410,카카오뱅크,98.83,neutral,1.0638
2026-01-23,078600,대주전자재료,98.13,neutral,3.9716
2026-01-27,439260,대한조선,99.12,strong,0.1361
2026-01-27,017670,SK텔레콤,98.15,strong,0.8646
2026-01-27,003530,한화투자증권,97.93,strong,1.4925
2026-01-27,067310,하나마이크론,97.46,strong,1.9432
2026-01-27,064260,다날,96.49,strong,1.2170
2026-01-28,003620,KG모빌리티,97.69,strong,2.2613
2026-01-28,052400,코나아이,97.25,strong,-2.6941
2026-01-28,450080,에코프로머티,97.20,strong,3.8874
2026-01-28,064400,LG씨엔에스,97.15,strong,1.4451
2026-01-28,383310,에코프로에이치엔,96.67,strong,24.2798
2026-02-03,267270,HD건설기계,96.72,strong,-3.7528
2026-02-03,253590,네오셈,94.78,strong,-4.1023
2026-02-03,257720,실리콘투,93.50,strong,1.1996
2026-02-03,027360,아주IB투자,93.00,strong,3.3268
2026-02-03,272210,한화시스템,77.35,strong,4.4351
2026-02-04,323410,카카오뱅크,99.90,strong,2.0000
2026-02-04,009830,한화솔루션,97.97,strong,6.8587
2026-02-04,010060,OCI홀딩스,97.13,strong,-2.3825
2026-02-04,079900,전진건설로봇,96.33,strong,-1.0853
2026-02-04,171090,선익시스템,95.93,strong,6.6493
2026-02-06,139480,이마트,97.15,strong,7.8278
2026-02-06,009830,한화솔루션,96.03,strong,-0.2381
2026-02-06,322000,HD현대에너지솔루션,95.32,strong,-1.4252
2026-02-06,010060,OCI홀딩스,92.22,strong,-1.5222
2026-02-06,171090,선익시스템,91.72,strong,7.3384
2026-02-11,475150,SK이터닉스,97.82,neutral,-1.0460
2026-02-11,066570,LG전자,97.24,neutral,-0.0782
2026-02-11,119850,지엔씨에너지,96.96,neutral,5.1316
2026-02-11,139480,이마트,96.04,neutral,1.6458
2026-02-11,006910,보성파워텍,94.75,neutral,-0.5453
2026-02-12,175330,JB금융지주,97.47,neutral,1.6153
2026-02-12,005690,파미셀,96.91,neutral,6.0035
2026-02-12,088350,한화생명,96.45,neutral,0.6674
2026-02-12,005440,현대지에프홀딩스,95.53,neutral,-3.8047
2026-02-12,032820,우리기술,93.00,neutral,-3.0837
