date,code,name,score,regime,strategy,sector,exit_type,ret_pct
2025-10-16,450080,에코프로머티,98.06,neutral,종가매매+섹터,전기/전자,open,-0.1577
2025-10-16,247540,에코프로비엠,98.02,neutral,종가매매+섹터,전기/전자,open,1.7483
2025-10-16,062040,산일전기,97.09,neutral,종가매매+섹터,전기/전자,open,-2.5271
2025-10-16,066970,엘앤에프,95.67,neutral,종가매매+섹터,전기/전자,open,3.7602
2025-10-16,010170,대한광통신,94.48,neutral,종가매매+섹터,전기/전자,open,0.0000
2025-10-17,078600,대주전자재료,99.90,neutral,종가매매+섹터,전기/전자,open,-1.4608
2025-10-17,006400,삼성SDI,97.81,neutral,종가매매+섹터,전기/전자,open,0.9785
2025-10-17,450080,에코프로머티,97.22,neutral,종가매매+섹터,전기/전자,open,-1.9757
2025-10-17,247540,에코프로비엠,96.88,neutral,종가매매+섹터,전기/전자,open,-1.3665
2025-10-17,066970,엘앤에프,95.09,neutral,종가매매+섹터,전기/전자,open,-2.1622
2025-10-21,098460,고영,95.76,weak,종가매매+섹터,기계/장비,open,2.6995
2025-10-21,090710,휴림로봇,93.00,weak,종가매매+섹터,기계/장비,open,-3.6335
2025-10-21,015760,한국전력,52.16,weak,종가매매+섹터,전기/가스,open,-0.1140
2025-10-22,003160,디아이,64.05,strong,종가매매+섹터,의료/정밀기기,open,-2.6804
2025-10-23,010120,LS ELECTRIC,97.70,neutral,종가매매+섹터,전기/전자,open,-0.4087
2025-10-23,267260,HD현대일렉트릭,63.01,neutral,종가매매+섹터,전기/전자,open,0.5362
2025-10-24,078600,대주전자재료,100.00,neutral,종가매매+섹터,전기/전자,open,6.2271
2025-10-24,214150,클래시스,97.84,neutral,종가매매+섹터,의료/정밀기기,open,-1.5267
2025-10-24,103590,일진전기,97.10,neutral,종가매매+섹터,전기/전자,open,1.1788
2025-10-24,036810,에프에스티,94.96,neutral,종가매매+섹터,전기/전자,open,-1.5544
2025-10-24,001440,대한전선,74.90,neutral,종가매매+섹터,전기/전자,open,1.2332
2025-10-27,000880,한화,97.63,strong,종가매매+섹터,화학,open,-2.8918
2025-10-27,247540,에코프로비엠,96.36,strong,종가매매+섹터,전기/전자,open,-0.6940
2025-10-27,093370,후성,94.63,strong,종가매매+섹터,화학,open,-1.2739
2025-10-27,006400,삼성SDI,50.21,strong,종가매매+섹터,전기/전자,open,-0.8772
2025-10-28,006400,삼성SDI,96.26,neutral,종가매매+섹터,전기/전자,open,0.1603
2025-10-28,107640,한중엔시에스,95.99,neutral,종가매매+섹터,전기/전자,open,-1.5094
2025-10-28,336260,두산퓨얼셀,95.41,neutral,종가매매+섹터,전기/전자,open,-0.8578
2025-10-28,001440,대한전선,70.11,neutral,종가매매+섹터,전기/전자,open,3.6555
2025-10-29,050890,쏠리드,97.50,neutral,종가매매+섹터,전기/전자,open,-1.3498
2025-10-29,218410,RFHIC,97.18,neutral,종가매매+섹터,전기/전자,open,-1.4641
2025-10-29,119850,지엔씨에너지,96.38,neutral,종가매매+섹터,전기/전자,open,-3.1854
2025-10-29,336260,두산퓨얼셀,94.88,neutral,종가매매+섹터,전기/전자,open,3.7559
2025-10-29,032820,우리기술,62.33,neutral,종가매매+섹터,전기/전자,open,-2.2088
2025-10-30,272210,한화시스템,98.20,weak,종가매매+섹터,전기/전자,open,-2.0635
2025-10-30,032500,케이엠더블유,96.33,weak,종가매매+섹터,전기/전자,open,-3.7433
2025-10-30,032820,우리기술,95.99,weak,종가매매+섹터,전기/전자,open,0.7634
2025-10-30,218410,RFHIC,68.93,weak,종가매매+섹터,전기/전자,open,-2.5175
2025-10-30,178320,서진시스템,65.88,weak,종가매매+섹터,전기/전자,open,0.5199
2025-10-31,417200,LS머트리얼즈,97.41,neutral,종가매매+섹터,전기/전자,open,5.1493
2025-10-31,001440,대한전선,96.22,neutral,종가매매+섹터,전기/전자,open,4.1322
2025-10-31,058610,에스피지,66.94,neutral,종가매매+섹터,전기/전자,open,3.6982
2025-11-03,417200,LS머트리얼즈,96.24,strong,종가매매+섹터,전기/전자,open,1.5484
2025-11-03,322000,HD현대에너지솔루션,95.95,strong,종가매매+섹터,전기/전자,open,3.8409
2025-11-03,010170,대한광통신,93.00,strong,종가매매+섹터,전기/전자,open,1.4487
2025-11-04,010170,대한광통신,60.87,weak,종가매매+섹터,전기/전자,open,-5.4538
2025-11-04,001440,대한전선,52.25,weak,종가매매+섹터,전기/전자,open,-4.4280
2025-11-05,010170,대한광통신,93.00,weak,종가매매+섹터,전기/전자,open,1.8288
2025-11-05,001440,대한전선,70.36,weak,종가매매+섹터,전기/전자,open,3.4221
2025-11-05,007810,코리아써키트,67.24,weak,종가매매+섹터,전기/전자,open,1.5419
2025-11-05,322000,HD현대에너지솔루션,55.95,weak,종가매매+섹터,전기/전자,open,3.7209
2025-11-06,015760,한국전력,59.32,weak,종가매매+섹터,전기/가스,open,-0.6508
2025-11-10,000990,DB하이텍,97.37,strong,종가매매+섹터,전기/전자,open,0.4854
2025-11-10,222800,심텍,79.61,strong,종가매매+섹터,전기/전자,open,3.3520
2025-11-11,000990,DB하이텍,96.49,weak,종가매매+섹터,전기/전자,open,-1.3025
2025-11-11,020150,롯데에너지머티리얼즈,96.42,weak,종가매매+섹터,전기/전자,open,3.9829
2025-11-11,007810,코리아써키트,91.96,weak,종가매매+섹터,전기/전자,open,0.6276
2025-11-11,015760,한국전력,70.38,weak,종가매매+섹터,전기/가스,open,0.9082
2025-11-11,077360,덕산하이메탈,64.13,weak,종가매매+섹터,전기/전자,open,1.3025
2025-11-12,336370,솔루스첨단소재,96.52,strong,종가매매+섹터,전기/전자,open,-2.5231
2025-11-12,020150,롯데에너지머티리얼즈,95.06,strong,종가매매+섹터,전기/전자,open,-1.3682
2025-11-12,007810,코리아써키트,93.45,strong,종가매매+섹터,전기/전자,open,-3.1802
2025-11-13,003160,디아이,56.40,strong,종가매매+섹터,의료/정밀기기,open,-5.3030
2025-11-13,281820,케이씨텍,51.52,strong,종가매매+섹터,의료/정밀기기,open,-3.5591
2025-11-14,069620,대웅제약,98.18,weak,종가매매+섹터,제약,open,-0.1726
2025-11-14,298380,에이비엘바이오,93.70,weak,종가매매+섹터,제약,open,-1.5499
2025-11-14,458870,씨어스,93.00,weak,종가매매+섹터,의료/정밀기기,open,-0.1545
2025-11-14,000100,유한양행,92.30,weak,종가매매+섹터,제약,open,0.3200
2025-11-17,458870,씨어스,82.54,neutral,종가매매+섹터,의료/정밀기기,open,0.3831
2025-11-20,376900,로킷헬스케어,51.92,weak,종가매매+섹터,제약,open,-3.3898
2025-11-21,376900,로킷헬스케어,65.46,neutral,종가매매+섹터,제약,open,0.0000
2025-11-24,443060,HD현대마린솔루션,96.78,weak,종가매매+섹터,일반서비스,open,0.9639
2025-11-26,424870,이뮨온시아,95.97,strong,종가매매+섹터,일반서비스,open,0.0000
2025-11-26,468530,프로티나,76.94,strong,종가매매+섹터,일반서비스,open,0.2500
2025-11-27,424870,이뮨온시아,94.49,neutral,종가매매+섹터,일반서비스,open,0.0000
2025-11-27,476060,온코닉테라퓨틱스,59.88,neutral,종가매매+섹터,일반서비스,open,0.7324
2025-11-28,102940,코오롱생명과학,93.02,weak,종가매매+섹터,제약,open,-0.3268
2025-11-28,237690,에스티팜,81.93,weak,종가매매+섹터,제약,open,1.1966
2025-12-03,060280,큐렉소,59.48,neutral,종가매매+섹터,유통,open,-1.2839
2025-12-03,028260,삼성물산,56.61,neutral,종가매매+섹터,유통,open,-1.6293
2025-12-04,475960,토모큐브,96.12,neutral,종가매매+섹터,의료/정밀기기,open,0.0000
2025-12-11,038500,삼표시멘트,97.86,weak,종가매매+섹터,비금속,open,14.7165
2025-12-12,060370,LS마린솔루션,96.37,strong,종가매매+섹터,건설,open,-4.6575
2025-12-12,038500,삼표시멘트,95.62,strong,종가매매+섹터,비금속,open,7.0632
2025-12-15,139480,이마트,100.00,strong,종가매매+섹터,유통,open,2.1253
2025-12-15,038500,삼표시멘트,94.34,strong,종가매매+섹터,비금속,open,-1.1132
2025-12-22,001430,세아베스틸지주,100.00,neutral,종가매매+섹터,금속,open,-5.8480
2025-12-22,295310,에이치브이엠,93.64,neutral,종가매매+섹터,금속,open,-4.5977
2025-12-29,103140,풍산,90.30,strong,종가매매+섹터,금속,open,-2.6834
2025-12-30,122870,와이지엔터테인먼트,68.60,neutral,종가매매+섹터,오락/문화,open,4.3228
2025-12-30,041510,에스엠,62.75,neutral,종가매매+섹터,오락/문화,open,3.7037
2026-01-02,035900,JYP Ent.,98.02,neutral,종가매매+섹터,오락/문화,open,2.8387
2026-01-02,122870,와이지엔터테인먼트,69.38,neutral,종가매매+섹터,오락/문화,open,2.1307
2026-01-02,352820,하이브,61.13,neutral,종가매매+섹터,오락/문화,open,1.4451
2026-01-02,041510,에스엠,54.67,neutral,종가매매+섹터,오락/문화,open,1.7372
2026-01-05,368770,파이버프로,93.14,strong,종가매매+섹터,의료/정밀기기,open,0.0000
2026-01-06,003160,디아이,97.13,neutral,종가매매+섹터,의료/정밀기기,open,-1.8613
2026-01-07,003160,디아이,61.66,weak,종가매매+섹터,의료/정밀기기,open,-1.1091
2026-01-08,003160,디아이,96.90,neutral,종가매매+섹터,의료/정밀기기,open,-3.6269
2026-01-09,010140,삼성중공업,89.26,neutral,종가매매+섹터,운송장비/부품,open,-0.5236
2026-01-09,011210,현대위아,86.34,neutral,종가매매+섹터,운송장비/부품,open,0.7642
2026-01-09,012450,한화에어로스페이스,64.12,neutral,종가매매+섹터,운송장비/부품,open,3.4596
2026-01-12,000720,현대건설,96.51,weak,종가매매+섹터,건설,open,-2.5247
2026-01-13,012330,현대모비스,96.56,weak,종가매매+섹터,운송장비/부품,open,-0.6652
2026-01-13,005380,현대차,73.27,weak,종가매매+섹터,운송장비/부품,open,0.1232
2026-01-13,368770,파이버프로,62.12,weak,종가매매+섹터,의료/정밀기기,open,-1.4012
2026-01-13,000270,기아,54.83,weak,종가매매+섹터,운송장비/부품,open,2.6471
2026-01-14,000270,기아,56.73,neutral,종가매매+섹터,운송장비/부품,open,-0.1399
2026-01-16,015750,성우하이텍,98.10,weak,종가매매+섹터,운송장비/부품,open,3.5620
2026-01-16,005850,에스엘,95.64,weak,종가매매+섹터,운송장비/부품,open,1.0000
2026-01-19,000270,기아,66.11,strong,종가매매+섹터,운송장비/부품,open,2.6549
2026-01-19,005380,현대차,65.99,strong,종가매매+섹터,운송장비/부품,open,2.9167
2026-01-20,015760,한국전력,96.80,weak,종가매매+섹터,전기/가스,open,-0.1529
2026-01-20,368770,파이버프로,96.26,weak,종가매매+섹터,의료/정밀기기,open,-2.2364
2026-01-21,005850,에스엘,95.27,strong,종가매매+섹터,운송장비/부품,open,8.4877
2026-01-21,005380,현대차,76.16,strong,종가매매+섹터,운송장비/부품,open,6.7395
2026-01-21,204320,HL만도,60.56,strong,종가매매+섹터,운송장비/부품,open,3.6415
2026-01-21,368770,파이버프로,58.52,strong,종가매매+섹터,의료/정밀기기,open,-0.3256
2026-01-21,000270,기아,52.32,strong,종가매매+섹터,운송장비/부품,open,0.4648
2026-01-22,005850,에스엘,65.83,weak,종가매매+섹터,운송장비/부품,open,-1.6181
2026-01-22,005380,현대차,51.30,weak,종가매매+섹터,운송장비/부품,open,0.1890
2026-01-26,214150,클래시스,84.59,weak,종가매매+섹터,의료/정밀기기,open,-0.7704
2026-01-27,214150,클래시스,50.76,strong,종가매매+섹터,의료/정밀기기,open,1.4085
2026-01-28,253590,네오셈,95.83,strong,종가매매+섹터,기계/장비,open,3.6992
2026-01-28,038500,삼표시멘트,94.09,strong,종가매매+섹터,비금속,open,15.5325
2026-01-28,323280,태성,93.00,strong,종가매매+섹터,기계/장비,open,-0.5618
2026-01-28,232140,와이씨,82.21,strong,종가매매+섹터,기계/장비,open,2.6549
